序号,日语词汇,假名,词性,陌生程度,翻译,
2608,合同,ごうどう,名詞/形容動詞/サ変,9,联合,
2609,报じる,ほうじる,他動詞,9,报知；报答,
2610,報道,ほうどう,名詞/サ変,9,报道,
2611,報いる,むくいる,他動詞,9,报答,
2612,恩返し,おんがえし,名詞/サ変,9,报恩,
2613,茫然,ぼうぜん,副詞/サ変/形容動詞,9,茫然,
2614,呆然,ぼうぜん,副詞/サ変/形容動詞,9,发呆,
2615,放り出す,ほうりだす,他動詞,9,放弃，丢开,
2616,投げ出す,なげだす,他動詞,9,抛弃,
2617,そっちのけにする,そっちのけにする,動詞句,9,置之不理,
2618,綻びる,ほころびる,自動詞,9,开线；绽开,
2619,解ける,ほどける,自動詞,9,解开,
2620,裂ける,さける,自動詞,9,裂开,
2621,蕾,つぼみ,名詞,9,花蕾,
2622,发作,ほっさ,名詞,9,发作,
2623,没収,ぼっしゅう,名詞/サ変,9,没收,
2624,没頭,ぼっとう,名詞/サ変,9,埋头,
2625,取り組む,とりくむ,自動詞,9,致力于,
2626,打ち込む,うちこむ,自動詞,9,专心致志,
2627,専念,せんねん,名詞/サ変,9,专心,
2628,沈黙,ちんもく,名詞/サ変,9,沉默,
2629,沈没,ちんぼつ,名詞/サ変,9,沉没,
2630,取り上げる,とりあげる,他動詞,9,没收；吊销,
2631,奪う,うばう,他動詞,9,夺,
2632,発足,ほっそく,名詞/サ変,9,成立，开始活动,
2633,発起,ほっき,名詞/サ変,9,发起,
2634,発端,ほったん,名詞,9,发端,
2635,ほっと,ほっと,副詞/サ変,9,松了一口气,
2636,解ける,ほどける,自動詞,9,解开，松开,
2637,解く,ほどく,他動詞,9,解开,
2638,解ける,とける,自動詞,9,解决，解开,
2639,解く,とく,他動詞,9,解答，解开,
2640,施す,ほどこす,他動詞,9,施行；施舍,
2641,手当,てあて,名詞/サ変,9,医疗；津贴,
2642,恩恵,おんけい,名詞,9,恩赐,
2643,与える,あたえる,他動詞,9,给予,
2644,捧げる,ささげる,他動詞,9,奉献,
2645,差し上げる,さしあげる,他動詞,9,奉献（敬语）,
2646,ぼやく,ぼやく,自動詞,9,嘟囔，发牢骚,
2647,呟く,つぶやく,自動詞,9,嘟囔,
2648,囁く,ささやく,自動詞,9,耳语,
2649,ぶつぶつ,ぶつぶつ,副詞,9,嘟嘟囔囔,
2650,愚痴を零す,ぐちをこぼす,動詞句,9,发牢骚,
2651,零す,こぼす,他動詞,9,洒出；泄露,
2652,ぼやぼや,ぼやぼや,副詞/サ変,9,发呆,
2653,ぼんやり,ぼんやり,副詞/サ变,9,模糊；发呆,
2654,ぼやける,ぼやける,自動詞,9,模糊，不清楚,
2655,惚ける,とぼける,自動詞,9,装傻,
2656,惚れる,ほれる,自動詞,9,迷恋,
2657,滅びる,ほろびる,自動詞,9,灭亡，灭绝,
2658,滅ぼす,ほろぼす,他動詞,9,使灭亡,
2659,滅,めつ,名詞,9,灭,
2660,絶滅,ぜつめつ,名詞/サ変,9,绝灭,
2661,滅多に,めったに,副詞,9,几乎不,
2662,本格,ほんかく,名詞,9,正式，正规,
2663,画家,がか,名詞,9,画家,
2664,弟子,でし,名詞,9,弟子,
2665,本音,ほんね,名詞,9,真心话,
2666,建前,たてまえ,名詞,9,场面话,
2667,本気,ほんき,名詞/形容動詞,9,认真,
2668,本場,ほんば,名詞,9,原产地,
2669,本心,ほんしん,名詞,9,真心,
2670,本番,ほんばん,名詞,9,正式演出,
2671,本体,ほんたい,名詞,9,本体,
2672,前置き,まえおき,名詞/サ変,9,开场白,
2673,前向き,まえむき,名詞/形容動詞,9,向前,
2674,前書き,まえかき,名詞,9,序言,
2675,下書き,したがき,名詞/サ変,9,草稿,
2676,落書き,らくがき,名詞/サ変,9,涂鸦,
2677,賄う,まかなう,他動詞,9,维持，提供,
2678,賄賂,わいろ,名詞,9,贿赂,
2679,着服,ちゃくふく,名詞/サ変,9,侵吞，私吞,
2680,紛らわしい,まぎらわしい,形容詞,9,容易混淆，不易分辨,
2681,似通う,にかよう,自動詞,9,相似,
2682,类似,るいじ,名詞/サ変,9,类似,
2683,紛れる,まぎれる,自動詞,9,解闷，忘忧,
2684,気が紛れる,きがまぎれる,慣用句/動詞句,9,解闷，排解忧愁,
2685,紛失,ふんしつ,名詞/サ変,9,丢失,
2686,失う,うしなう,他動詞,9,失去,
2687,まごつく,まごつく,自動詞,9,茫然，不知所措,
2688,まごまご,まごまご,副詞/サ変,9,慌张，不知所措,
2689,まごつく,まごつく,自動詞,9,慌张，不知所措,
2690,うろうろ,うろうろ,副詞/サ变,9,徘徊,
2691,うろつく,うろつく,自動詞,9,徘徊,
2692,彷徨い,さまよい,名詞,9,彷徨，徘徊,
2693,ぶらぶら,ぶらぶら,副詞/サ变/形容動詞,9,溜达，闲逛,
2694,ぶらつく,ぶらつく,自動詞,9,溜达，闲逛,
2695,惑う,まどう,自動詞,9,茫然,
2696,当惑,とうわく,名詞/サ変,9,茫然,
2697,思惑,おもわく,名詞,9,想法，期望,
2698,悟る,さとる,他動詞,9,醒悟，明白,
2699,正しく,まさしく,副詞,9,的确，没错,
2700,食器,しょっき,名詞,9,餐具,
2701,芸術,げいじゅつ,名詞,9,艺术,
2702,当に,まさに,副詞,9,肯定地判断,
2703,まちがいなく,まちがいなく,副詞,9,肯定，一定,
2704,てっきり,てっきり,副詞,9,肯定地判断，一定,
2705,交える,まじえる,他動詞,9,参杂，夹杂；交换,
2706,混ぜる・交ぜる,まぜる,他動詞,9,混合,
2707,混じる・交じる,まじる,自動詞,9,混合,
2708,交換,こうかん,名詞/サ変,9,交换,
2709,交わす,かわす,他動詞,9,交换,
2710,やりとり,やりとり,名詞/サ変,9,往来,
2711,交わる,まじわる,自動詞,9,交叉；交往，交际,
2712,付き合う,つきあう,自動詞,9,交往，交际,
2713,況して,まして,副詞,9,何况，况且,
2714,堪える,こたえる,自動詞,9,忍受,
2715,なおいそう,なおいっそう,副詞,9,越发，更加,
2716,ことさら,ことさら,副詞/形容動詞,9,越发，更加,
2717,さらに,さらに,副詞,9,更加,
2718,一段と,いちだんと,副詞,9,更加,
2719,跨る,またがる,自動詞,9,横跨,
2720,登山,とざん,名詞/サ変,9,登山,
2721,登顶,とうちょう,名詞/サ変,9,登顶,
2722,待ち遠しい,まちどおしい,形容詞,9,盼望，急切等待,
2723,待ち望む,まちのぞむ,他動詞,9,期待，殷切希望,
2724,疎ら,まばら,形容動詞,9,稀疏，稀少,
2725,疎か,おろそか,形容動詞,9,疏忽,
2726,僅か,わずか,副詞/形容動詞,9,仅，一点点,
2727,滅多に,めったに,副詞,9,极少,
2728,たまに,たまに,副詞,9,偶尔,
2729,免れる,まぬがれる,他動詞,9,避免，摆脱,
2730,逃れる,のがれる,自動詞,9,逃脱,
2731,避ける,さける,他動詞,9,回避,
2732,逃す,のがす,他動詞,9,放过，错过,
2733,免许,めんきょ,名詞/サ変,9,执照,
2734,免除,めんじょ,名詞/サ変,9,免除,
2735,まるっきり,まるっきり,副詞,9,全然，根本,
2736,ちっとも,ちっとも,副詞,9,一点也不,
2737,すこしも,すこしも,副詞,9,一点也不,
2738,さっぱり,さっぱり,副詞,9,全然,
2739,一向に,いっこうに,副詞,9,全然,
2740,まったく,まったく,副詞,9,完全,
2741,满场,まんじょう,名詞,9,全场,
2742,否決,ひけつ,名詞/サ変,9,否决,
2743,見合わせる,みあわせる,他動詞,9,暂停，推迟；比较，对照,
2744,諸条件,しょじょうけん,名詞,9,各种条件,
2745,照らし合わせる,てらしあわせる,他動詞,9,对比，参照,
2746,照合,しょうごう,名詞/サ変,9,对比，参照,
2747,見落とす,みおとす,他動詞,9,忽视，漏看，看漏,
2748,見逃す,みのがす,他動詞,9,宽恕，饶恕；放过、错过机会；漏看，看漏,
2749,見込み,みこみ,名詞,9,估计，猜测,
2750,見積もり,みつもり,名詞/サ変,9,估价（费用）,
2751,見抜く,みぬく,他動詞,9,看穿，看透,
2752,見なす,みなす,他動詞,9,看作，视为,
2753,見通す,みとおす,他動詞,9,眺望；估计，猜测,
2754,見計らう,みはからう,他動詞,9,斟酌，估摸着,
2755,見晴らす,みはらす,他動詞,9,眺望，远望,
2756,見晴らし,みはらし,名詞,9,景色，景致,
2757,見渡す,みわたす,他動詞,9,眺望，环视，放眼望去,
2758,見渡す限り,みわたすかぎり,連語/副詞句,9,一望无际,
2759,見守る,みまもる,他動詞,9,照顾，照料，守护,
2760,見落とす,みおとす,他動詞,9,看漏，忽略,
2761,見下ろす,みおろす,他動詞,9,俯视,
2762,見下げる,みさげる,他動詞,9,轻视，瞧不起,
2763,見上げる,みあげる,他動詞,9,仰视，尊敬,
2764,見苦しい,みぐるしい,形容詞,9,难堪，没面子,
2765,醜い,みにくい,形容詞,9,丑陋，难看，可耻,
2766,みっともない,みっともない,形容詞,9,难看，不体面，丢脸,
2767,不格好,ぶっかこう,名詞/形容動詞,9,不好看,
2768,みじん,みじん,名詞/副詞,9,一点儿也不,
2769,设ける,もうける,他動詞,9,设立,
2770,儲ける,もうける,他動詞,9,赚钱,
2771,稼ぐ,かせぐ,他動詞,9,赚钱,
2772,見窄らしい,みすぼらしい,形容詞,9,寒惨，破旧,
2773,华々しい,はなばなしい,形容詞,9,华丽的,
2774,見せびらかす,みせびらかす,他動詞,9,卖弄，炫耀,
2775,光らす,ひからす,他動詞,9,使发光，使闪耀,
2776,見せる,みせる,他動詞,9,展现,
2777,ひからす,ひからす,他動詞,9,发光发亮,
2778,满たす,みたす,他動詞,9,满足,
2779,達成,たっせい,名詞/サ変,9,达成,
2780,叶う,かなう,自動詞,9,实现,
2781,密集,みっしゅう,名詞/サ変,9,密集，稠密,
2782,瞬く,またたく,自動詞,9,眨眼，瞬间，闪烁,
2783,密接,みっせつ,名詞/サ変/形容動詞,9,密切,
2784,身なり,みなり,名詞,9,装束，服饰,
2785,立派,りっぱ,名詞/形容動詞,9,气派，宏伟,
2786,見窄らしい,みすぼらしい,形容詞,9,寒惨，破旧,
2787,身の上,みのうえ,名詞,9,身世，境遇,
2788,占う,うらなう,他動詞,9,占卜,
2789,運命,うんめい,名詞,9,命运,
2790,境遇,きょうぐう,名詞,9,境遇,
2791,身の回り,みのまわり,名詞,9,身边衣物；日常生活,
2792,世辞,せじ,名詞,9,奉承，恭围，谄媚,
2793,身振り,みぶり,名詞,9,姿态，动作,
2794,手振り,てぶり,名詞,9,手上的动作,
2795,未練,みれん,名詞/形容動詞,9,依恋，恋恋不舍,
2796,無口,むくち,名詞/形容動詞,9,沈默寡言,
2797,口重,くちおも,名詞/形容動詞,9,不爱说话,
2798,無言,むごん,名詞,9,不爱说话,
2799,沈黙,ちんもく,名詞/サ変,9,沉默,
2800,黙る,だまる,自動詞,9,沉默，不说话,
2801,闭口,へいこう,名詞/サ変,9,哑口无言；吃不消，扛不住,
2802,利口,りこう,名詞/形容動詞,9,聪明，机灵,
2803,手口,てぐち,名詞,9,手法，伎俩,
2804,早口,はやくち,名詞/形容動詞,9,语速快,
2805,糸口,いとぐち,名詞,9,线索，头绪,
2806,手がかり,てがかり,名詞,9,线索，头绪,
2807,無駄遣い,むだづかい,名詞/サ変,9,浪费,
2808,金遣い,かねずかい,名詞,9,花钱,
2809,言葉遣い,ことばづかい,名詞,9,遣词造句，措辞,
2810,気遣い,きづかい,名詞/サ変,9,担心，忧虑,
2811,心遣い,こころづかい,名詞/サ変,9,关心，关照,
2812,小遣い,こづかい,名詞,9,零花钱,
2813,無茶,むちゃ,名詞/形容動詞,9,胡乱，乱来,
2814,荒い,あらい,形容詞,9,胡来，胡作非为,
2815,乱暴,らんぼう,名詞/形容動詞/サ変,9,粗暴,
2816,暴れる,あばれる,自動詞,9,闹腾，大闹,
2817,やたらに,やたらに,副詞,9,胡乱，乱来,
2818,空しい,むなしい,形容詞,9,空虚；白白，徒然,
2819,虚ろ,うつろ,名詞/形容動詞,9,空虚，空洞,
2820,儚い,はかない,形容詞,9,空虚，空洞,
2821,無駄,むだ,名詞/形容動詞,9,没用，浪费,
2822,無闇に,むやみに,副詞/形容動詞,9,过度，过分；随便，轻率,
2823,明白,めいはく,名詞/形容動詞,9,明显,
2824,明らか,あきらか,形容動詞,9,明显,
2825,はっきり,はっきり,副詞/サ变,9,清楚,
2826,くっきり,くっきり,副詞,9,鲜明,
2827,明瞭,めいりょう,名詞/形容動詞/サ变,9,明确，清楚,
2828,聞き取る,ききとる,他動詞,9,听懂，听清楚,
2829,目先,めさき,名詞,9,眼前，眼下,
2830,目下,もっか,名詞/副詞,9,目前，眼下，当前正在进行,
2831,目今,もっこん,名詞/副詞,9,最近，近来,
2832,目前,もくぜん,名詞/副詞,9,目前，当前,
2833,めきめき,めきめき,副詞,9,进步发展迅速，显著,
2834,目処,めど,名詞,9,目标,
2835,目標,もくひょう,名詞,9,目标,
2836,的,まと,名詞,9,目标,
2837,目当て,めあて,名詞,9,目标,
2838,見当,けんとう,名詞,9,估计，目标,
2839,面目,めんぼく,名詞,9,脸面,
2840,推薦,すいせん,名詞/サ変,9,推荐,
2841,薦め,すすすめ,名詞,9,推荐,
2842,恥,はじ,名詞,9,羞耻,
2843,恥をかく,はじをかく,慣用句/動詞句,9,丢脸,
2844,目処を立たない,めどをたたない,慣用句/動詞句,9,丢脸,
2845,設ける,もうける,他動詞,9,设立,
2846,設置,せっち,名詞/サ変,9,设置,
2847,儲ける,もうける,他動詞,9,赚钱,
2848,稼ぐ,かせぐ,他動詞,9,赚钱,
2849,蓄える,たくわえる,他動詞,9,储蓄，积蓄,
2850,貯める,ためる,他動詞,9,积蓄,
2851,積む,つむ,他動詞,9,堆积,
2852,備える,そなえる,他動詞,9,准备，防备，具备,
2853,申し入れる,もうしいれる,他動詞,9,提出意见、希望、要求,
2854,言い入れる,いいいれる,他動詞,9,转达，传告,
2855,申し出る,もうしでる,他動詞,9,报名，提出,
2856,言い出る,いいでる,他動詞,9,开始说，开口，提出,
2857,申し分,もうしぶん,名詞,9,缺点，欠缺,
2858,欠点,けってん,名詞,9,缺点，短处,
2859,申す,もうす,他動詞,9,说（自谦语）,
2860,言う,いう,他動詞,9,说,
2861,言い分,いいぶん,名詞,9,主张，意见，辩解,
2862,申し訳,もうしわけ,名詞,9,辩解,
2863,言い訳,いいわけ,名詞/サ変,9,辩解,
2864,申し合わせる,もうしあわせる,他動詞,9,约定，商定,
2865,申し送る,もうしおくる,他動詞,9,通知，转告,
2866,申し付ける,もうしつける,他動詞,9,吩咐，命令,
2867,言いつける,いいつける,他動詞,9,吩咐，命令,
2868,藻掻く,もがく,自動詞,9,挣扎,
2869,溺れる,おぼれる,自動詞,9,溺水,
2870,目論み,もくろみ,名詞,9,计划，策划，企图,
2871,競馬,けいば,名詞,9,赛马,
2872,競争,きょうそう,名詞/サ変,9,竞争,
2873,一儲け,ひともうけ,名詞/サ变,9,大赚一笔,
2874,大損,だいそん,名詞/サ变,9,亏损,
2875,目論む,もくろむ,他動詞,9,计划，策划，打算,
2876,图る・谋る,はかる,他動詞,9,计划，谋划,
2877,企む,たくらむ,他動詞,9,企图,
2878,もしくは,もしくは,接続詞,9,或者,
2879,あるいは,あるいは,接続詞,9,或者,
2880,または,または,接続詞,9,或者,
2881,齎す,もたらす,他動詞,9,带来，造成,
2882,投手力,とうしゅりょく,名詞,9,投手能力,
2883,充実,じゅうじつ,名詞/サ変,9,充实,
2884,招く,まねく,他動詞,9,招致,
2885,目下,もっか,名詞/副詞,9,当前，目前,
2886,専ら,もっぱら,副詞,9,主要，净,
2887,一筋,ひとすじ,名詞/副詞,9,一心一意，只,
2888,一途に,いちずに,副詞,9,一心一意，只,
2889,持て成す,もてなす,他動詞,9,款待，招待,
2890,奢る,おごる,他動詞,9,招待，请客,
2891,誘う,さそう,他動詞,9,邀请,
2892,振る舞う,ふるまう,自動詞/他動詞,9,请客；表现,
2893,ご馳走する,ごちそうする,他動詞/サ変,9,请客,
2894,物足りない,ものたりない,形容詞,9,不满意的，有欠缺的,
2895,もはや,もはや,副詞,9,已经,
2896,もう,もう,副詞,9,已经,
2897,既に,すでに,副詞,9,已经,
2898,とっくに,とっくに,副詞,9,早已，早就,
2899,揉める,もめる,自動詞,9,发生争执，起纠纷,
2900,配分,はいぶん,名詞/サ変,9,分配，分摊,
2901,割り当てる,わりあてる,他動詞,9,分配，分摊,
2902,揉む,もむ,他動詞,9,揉搓；按摩；磨练，锤炼,
2903,肩を揉む,かたをもむ,動詞句,9,揉肩,
2904,肩が凝る,かたがこる,動詞句,9,疲惫,
2905,揉め事,もめごと,名詞,9,纠纷，争执,
2906,争い,あらそい,名詞,9,争执,
2907,トラブル,とらぶる,名詞/サ変,9,纠纷,
2908,催す,もよおす,他動詞/自動詞,9,感觉要，有~征兆；召开，举办,
2909,眠気,ねむけ,名詞,9,困意,
2910,行う,おこなう,他動詞,9,进行，举办,
2911,開催,かいさい,名詞/サ变,9,举办,
2912,催促,さいそく,名詞/サ变,9,催促,
2913,急かす,せかす,他動詞,9,催促,
2914,漏らす,もらす,他動詞,9,泄露,
2915,漏れる,もれる,自動詞,9,泄露,
2916,零す,こぼす,他動詞,9,液体撒，漏,
2917,表す,あらわす,他動詞,9,表露感情,
2918,隠す,かくす,他動詞,9,隐瞒，隐藏,
2919,脆い,もろい,形容詞,9,易坏，脆弱,
2920,やけに,やけに,副詞,9,表示程度，~得厉害、要命,
2921,極めて,きわめて,副詞,9,极其,
2922,ひどく,ひどく,副詞,9,非常，厉害,
2923,甚だ,はなはだ,副詞,9,非常,
2924,養う,やしなう,他動詞,9,养活；调养；培养,
2925,育てる,そだてる,他動詞,9,养育,
2926,扶養,ふよう,名詞/サ変,9,扶养,
2927,養成,ようせい,名詞/サ変,9,培养（人、人才）,
2928,栄養,えいよう,名詞,9,营养,
2929,失う,うしなう,他動詞,9,失去,
2930,労る,いたわる,他動詞,9,体贴，照顾，安慰,
2931,担う,になう,他動詞,9,承担，担负,
2932,担ぐ,かつぐ,他動詞,9,抬，抗；承担,
2933,掲げる,かかげる,他動詞,9,举起，悬挂；提出，刊登,
2934,ややこしい,ややこしい,形容詞,9,复杂，麻烦,
2935,煩わしい,わずらわしい,形容詞,9,繁琐，麻烦,
2936,煩う,わずらう,自動詞,9,烦恼,
2937,面倒くさい,めんどうくさい,形容詞,9,麻烦,
2938,厄介,やっかい,名詞/形容動詞,9,麻烦,
2939,億劫,おっくう,形容動詞,9,麻烦，懒得做,
2940,遣り通す,やりとおす,他動詞,9,做到底,
2941,～通す,とおす,接尾辞,9,坚持到底，做到底,
2942,融通,ゆうずう,名詞/サ変,9,通融（金钱）；随机应变,
2943,融通がきく,ゆうずうがきく,慣用句,9,随机应变,
2944,歪む,ゆがむ,自動詞,9,歪曲，变形,
2945,曲がる,まがる,自動詞,9,弯曲,
2946,捻れる,ねじれる,自動詞,9,扭曲,
2947,拝む,おがむ,他動詞,9,祈求，崇拜，恳求，叩拜,
2948,ゆとり,ゆとり,名詞,9,余裕，余地（金钱，时间）,
2949,揺らぐ,ゆらぐ,自動詞,9,摇动，摇晃,
2950,揺れる,ゆれる,自動詞,9,摇晃,
2951,揺さぶる,ゆさぶる,他動詞,9,摇晃；感到震撼,
2952,緩む,ゆるむ,自動詞,9,松动；松懈；缓和，放宽,
2953,緩める,ゆるめる,他動詞,9,使~松懈,
2954,緩い,ゆるい,形容詞,9,松的,
2955,緩やか,ゆるやか,形容動詞,9,缓和，舒缓,
2956,気が弛む,きがたるむ,慣用句,9,精神放松,
2957,緩和,かんわ,名詞/サ変,9,缓和，放宽,
2958,危ぶむ,あやぶむ,他動詞,9,担心，怀疑，感到危险,
2959,意気込む,いきごむ,自動詞,9,有干劲，精神振奋,
2960,励む,はげむ,自動詞,9,下功夫，努力,
2961,挑む,いどむ,自動詞,9,挑战,
2962,揉む,もむ,他動詞,9,按摩，揉搓；锤炼，磨练,
2963,目論む,もくろむ,他動詞,9,计划，打算,
2964,企む,たくらむ,他動詞,9,企图，计划，打算,
2965,羨む,うらやむ,他動詞,9,羡慕,
2966,妬む,ねたむ,他動詞,9,嫉妒,
2967,恨む,うらむ,他動詞,9,恨,
2968,慎む,つつしむ,他動詞,9,谨慎,
2969,和む,なごむ,自動詞,9,平和,
2970,絡む,からむ,自動詞,9,缠绕，纠缠不休，有~关联,
2971,嵩む,かさむ,自動詞,9,数量、费用多,
2972,嵩張る,かさばる,自動詞,9,体积大,
2973,惜しむ,おしむ,他動詞,9,珍惜，惋惜,
2974,悔やむ,くやむ,他動詞,9,懊恼，悔恨,
2975,萎む,しぼむ,自動詞,9,枯萎，打蔫,
2976,萎える,なえる,自動詞,9,衰弱，无力，枯萎,
2977,避ける,よける,他動詞,9,躲避,
2978,貯める・溜める,ためる,他動詞,9,积攒,
2979,貯まる・溜まる,たまる,自動詞,9,积攒,
2980,水たまり,みずたまり,名詞,9,水坑，水洼,
2981,避ける,さける,他動詞,9,避免,
2982,よそ見,よそみ,名詞/サ変,9,东张西望,
2983,他所を見る,よそをみる,慣用句,9,看别处,
2984,脇見,わきみ,名詞/サ変,9,侧目，往旁边看,
2985,脇を見る,わきをみる,慣用句,9,看旁边,
2986,余地,よち,名詞,9,空地，余地,
2987,空き地,あきち,名詞,9,空旷的土地,
2988,ゆとり,ゆとり,名詞,9,余裕,
2989,夜更かし,よふかし,名詞/サ変,9,熬夜,
2990,夜を徹する,よをてっする,サ変,9,彻夜，熬夜,
2991,彻夜,てつや,名詞/サ変,9,熬夜,
2992,夜更け,よふけ,名詞,9,深夜,
2993,深夜,しんや,名詞,9,深夜,
2994,夜中,よなか,名詞,9,半夜,
2995,よほど,よほど,副詞,9,很，颇，相当,
2996,怒る,おこる・いかる,自動詞,9,怒，生气,
2997,ずいぶん,ずいぶん,副詞,9,相当，非常,
2998,相当,そうとう,副詞/形容動詞,9,相当,
2999,かなり,かなり,副詞,9,颇,
3000,甚だ,はなはだ,副詞,9,很,
3001,寄り掛かる,よりかかる,自動詞,9,依偎，倚靠；依赖,
3002,支える,ささえる,他動詞,9,支撑,
3003,支援,しえん,名詞/サ変,9,支援,
3004,寄る,よる,自動詞,9,靠近，挨近；顺路,
3005,寄り合う,よりあう,自動詞,9,靠近，挨近,
3006,寄り添う,よりそう,自動詞,9,贴近，挨近,
3007,寄り付く,よりつく,自動詞,9,靠近，接近,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
,,,,9,,
